Subject,Relation,Object
cn:cell,rdfs:subClassOf,cn:living_thing
cn:triangle,rdfs:subClassOf,cn:shape
cn:lavender,rdfs:subClassOf,cn:purple
cn:pannekoek,rdfs:subClassOf,cn:food
cn:amanita_verna,rdfs:subClassOf,cn:fungus
cn:fucker,rdfs:subClassOf,cn:object
cn:object,cn:hasA,cn:surface
cn:cladonia_rangiferina,rdfs:subClassOf,cn:fungus
cn:gasperone_cheese,rdfs:subClassOf,cn:cheese
cn:hoe,rdfs:subClassOf,cn:food
cn:olivier_salad,rdfs:subClassOf,cn:food
cn:lassi,rdfs:subClassOf,cn:food
cn:wynnea_sparassoides,rdfs:subClassOf,cn:fungus
cn:cauliflower,rdfs:subClassOf,cn:cultivated_variety
cn:meringue,cn:instanceOf,cn:dessert
cn:nutmeg_fruit,rdfs:subClassOf,cn:fruit
cn:bread,cn:usedFor,cn:feeding_to_birds
cn:fusilli,rdfs:subClassOf,cn:food
cn:plastic,cn:hasProperty,cn:solid
cn:jade_green,rdfs:subClassOf,cn:green
cn:grenada,rdfs:subClassOf,cn:state
cn:turnip,rdfs:subClassOf,cn:vegetable
cn:sandwich,rdfs:subClassOf,cn:prepared_solid_food
cn:matter,cn:hasA,cn:mass
cn:food,cn:capableOf,cn:prevent_starvation
cn:afikoman,cn:instanceOf,cn:dessert
cn:key_chain,cn:usedFor,cn:decoration
cn:matter,cn:madeOf,cn:molecules
cn:saute,rdfs:subClassOf,cn:dish
cn:yam,rdfs:subClassOf,cn:vegetable
cn:green,rdfs:subClassOf,cn:primary_colour
cn:bigoli,rdfs:subClassOf,cn:food
cn:banku,rdfs:subClassOf,cn:food
cn:bread,cn:madeOf,cn:wheat
cn:cooking_meal,cn:usedFor,cn:food
cn:white_currant,rdfs:subClassOf,cn:living_thing
cn:eggs_benedict,rdfs:subClassOf,cn:food
cn:leaf,cn:locatedNear,cn:tree
cn:ice_milk,cn:instanceOf,cn:dessert
cn:raw_foodism,rdfs:subClassOf,cn:food
cn:souffle,rdfs:subClassOf,cn:dish
cn:black_currant,rdfs:subClassOf,cn:living_thing
cn:bread,rdfs:subClassOf,cn:starch
cn:tamale,rdfs:subClassOf,cn:dish
cn:summer_pudding,cn:instanceOf,cn:dessert
cn:religieuse,cn:instanceOf,cn:dessert
cn:emirate,rdfs:subClassOf,cn:state
cn:cendol,rdfs:subClassOf,cn:food
cn:mulligatawny,rdfs:subClassOf,cn:soup
cn:person,cn:desires,cn:hamburger
cn:dish,cn:usedFor,cn:displaying_food
cn:white_fungus,rdfs:subClassOf,cn:fungus
cn:cabbage,rdfs:subClassOf,cn:cultivated_variety
cn:betel_leaf,rdfs:subClassOf,cn:leaf
cn:green,cn:definedAs,cn:colour_of_envy
cn:pastry,rdfs:subClassOf,cn:food
cn:fruit,cn:receivesAction,cn:composed_of_sections
cn:eating_breakfast,cn:hasPrerequisite,cn:food
cn:clock,cn:usedFor,cn:decoration
cn:red_peppers,rdfs:subClassOf,cn:vegetables
cn:gyromitra_fastigiata,rdfs:subClassOf,cn:fungus
cn:meat,cn:usedFor,cn:chefs_to_cook
cn:galantine,rdfs:subClassOf,cn:dish
cn:military_officer's_cap,rdfs:subClassOf,cn:cap
cn:cheese,rdfs:subClassOf,cn:dairy_product
cn:food,cn:usedFor,cn:sustenance
cn:food,cn:receivesAction,cn:bought_in_grocery_store
cn:survivor,rdfs:subClassOf,cn:living_thing
cn:éclair,rdfs:subClassOf,cn:food
cn:pringles,cn:instanceOf,cn:snack_food
cn:frogs,cn:hasProperty,cn:green
cn:pillowcase,cn:usedFor,cn:decoration
cn:amanita,rdfs:subClassOf,cn:fungus
cn:state,rdfs:subClassOf,cn:political_unit
cn:yellow,rdfs:subClassOf,cn:primary_color
cn:cut,rdfs:subClassOf,cn:meat
cn:frozen_liquid,rdfs:subClassOf,cn:solid
cn:supplì,rdfs:subClassOf,cn:food
cn:chlorophyllum_molybdites,rdfs:subClassOf,cn:agaric
cn:parakeets,cn:hasProperty,cn:green
cn:food,cn:receivesAction,cn:built_of_carbon
cn:flatbread,rdfs:subClassOf,cn:food
cn:swiss_roll,rdfs:subClassOf,cn:food
cn:ice_cream_float,rdfs:subClassOf,cn:food
cn:meat,cn:definedAs,cn:muscle_tissue_of_animals
cn:karelian_pasty,rdfs:subClassOf,cn:food
cn:olive_green,rdfs:subClassOf,cn:green
cn:montanna,rdfs:subClassOf,cn:state
cn:sausage,cn:receivesAction,cn:eaten
cn:banana,rdfs:subClassOf,cn:yellow
cn:kissel,rdfs:subClassOf,cn:food
cn:toast_hawaii,rdfs:subClassOf,cn:food
cn:sordariomycetes,rdfs:subClassOf,cn:fungus
cn:viridian_thing,rdfs:subClassOf,cn:green
cn:noodle,rdfs:subClassOf,cn:food
cn:clitocybe_dealbata,rdfs:subClassOf,cn:agaric
cn:food,cn:usedFor,cn:enhance_sex
cn:vermont,rdfs:subClassOf,cn:state
cn:tapioca_pudding,rdfs:subClassOf,cn:food
cn:delaware,rdfs:subClassOf,cn:state
cn:sprinkles,rdfs:subClassOf,cn:food
cn:acid,rdfs:subClassOf,cn:liquid
cn:purple,rdfs:subClassOf,cn:violet
cn:compote,rdfs:subClassOf,cn:food
cn:meat,cn:receivesAction,cn:served_at_restaurants
cn:helium_balloon,cn:usedFor,cn:decoration
cn:cheese,cn:partOf,cn:pizza
cn:milkshake,rdfs:subClassOf,cn:food
cn:sweet_potato,rdfs:subClassOf,cn:vegetable
cn:fruit,cn:capableOf,cn:grow_mold
cn:bright_color,rdfs:subClassOf,cn:color
cn:cucumber,rdfs:subClassOf,cn:cool_crisp_vegetable
cn:mustard,cn:hasProperty,cn:yellow
cn:trifle,cn:instanceOf,cn:dessert
cn:flowers,cn:hasProperty,cn:green
cn:venezuelan_state,rdfs:subClassOf,cn:state
cn:granita,rdfs:subClassOf,cn:food
cn:eggplant,cn:hasProperty,cn:purple
cn:glass,cn:hasProperty,cn:green
cn:chocolate,rdfs:subClassOf,cn:dessert
cn:takoyaki,rdfs:subClassOf,cn:food
cn:cat,cn:hasPrerequisite,cn:meat
cn:white_chocolate,cn:instanceOf,cn:chocolate
cn:dashi,rdfs:subClassOf,cn:food
cn:esterházy_torte,rdfs:subClassOf,cn:food
cn:taco_bell,cn:dbpedia/product,cn:burrito
cn:peach,rdfs:subClassOf,cn:fruit_tree
cn:cauliflower,cn:partOf,cn:cauliflower
cn:cottage_pink,rdfs:subClassOf,cn:pink
cn:terrorist_who_male,rdfs:subClassOf,cn:living_thing
cn:slice,cn:partOf,cn:golf_game
cn:candida_albicans,rdfs:subClassOf,cn:fungus
cn:foreign_country,rdfs:subClassOf,cn:state
cn:cotylidia,rdfs:subClassOf,cn:fungus
cn:pheasant_under_glass,rdfs:subClassOf,cn:dish
cn:toast,rdfs:subClassOf,cn:bread
cn:granita,cn:instanceOf,cn:dessert
cn:pho,rdfs:subClassOf,cn:food
cn:following_recipe,cn:causes,cn:dish
cn:bologna,rdfs:subClassOf,cn:sausage
cn:andouille,cn:instanceOf,cn:sausage
cn:parsnips,rdfs:subClassOf,cn:vegetables
cn:achene,rdfs:subClassOf,cn:fruit
cn:urine,rdfs:subClassOf,cn:yellow
cn:animal_or_body_part,rdfs:subClassOf,cn:living_thing
cn:sphere,rdfs:subClassOf,cn:object
cn:bisque,rdfs:subClassOf,cn:soup
cn:circumscribiption,rdfs:subClassOf,cn:state
cn:ustilaginales,rdfs:subClassOf,cn:fungus
cn:meat,cn:receivesAction,cn:taken_from_freshly_killed_animals
cn:ripe_fruit,rdfs:subClassOf,cn:fruit
cn:gravy_bowl,rdfs:subClassOf,cn:dish
cn:matzo,rdfs:subClassOf,cn:food
cn:anchovy_pizza,rdfs:subClassOf,cn:pizza
cn:kokoretsi,rdfs:subClassOf,cn:food
cn:staphylococcus,rdfs:subClassOf,cn:living_thing
cn:element,rdfs:subClassOf,cn:substance
cn:oil,rdfs:subClassOf,cn:liquid
cn:lettuce,cn:madeOf,cn:water
cn:hummus,rdfs:subClassOf,cn:food
cn:bread,cn:receivesAction,cn:toasted_in_toaster
cn:chipolata,rdfs:subClassOf,cn:sausage
cn:small_children,cn:desires,cn:color
cn:food,cn:receivesAction,cn:eaten_for_nourishment
cn:jerky,rdfs:subClassOf,cn:meat
cn:pasta_bowl,rdfs:subClassOf,cn:dish
cn:living_organism,rdfs:subClassOf,cn:living_thing
cn:tricholoma_venenata,rdfs:subClassOf,cn:agaric
cn:drink,rdfs:subClassOf,cn:liquid
cn:prairie_gourd,rdfs:subClassOf,cn:fruit
cn:king_cake,rdfs:subClassOf,cn:food
cn:vegetables,rdfs:subClassOf,cn:plants
cn:golden,cn:similarTo,cn:euphonious
cn:garden_strawberry,rdfs:subClassOf,cn:strawberry
cn:leonidas,cn:dbpedia/product,cn:chocolate
cn:steak_and_tortillas,rdfs:subClassOf,cn:food
cn:food,cn:receivesAction,cn:bought_at_grocery_store
cn:mould,rdfs:subClassOf,cn:dish
cn:fruit,rdfs:subClassOf,cn:living_thing
cn:castella,rdfs:subClassOf,cn:food
cn:lobed_leaf,rdfs:subClassOf,cn:leaf
cn:rectangle,rdfs:subClassOf,cn:shape
cn:pink_disease_fungus,rdfs:subClassOf,cn:fungus
cn:color,cn:definedAs,cn:american_spelling_of_colour
cn:mustard,rdfs:subClassOf,cn:cruciferous_vegetable
cn:bagel,rdfs:subClassOf,cn:roll
cn:living_thing,rdfs:subClassOf,cn:opaque_thing
cn:meat,cn:usedFor,cn:getting_protein_in_diet
cn:croquembouche,rdfs:subClassOf,cn:food
cn:chanterelle,rdfs:subClassOf,cn:fungus
cn:pink_cloud,rdfs:subClassOf,cn:pink
cn:pink,rdfs:subClassOf,cn:terrible_color_for_interior_decor
cn:rijsttaffel,rdfs:subClassOf,cn:dish
cn:baguette,rdfs:subClassOf,cn:loaf_of_bread
cn:hamburger,rdfs:subClassOf,cn:hot_food_or_drink
cn:soup,rdfs:subClassOf,cn:light_meal
cn:ramen,rdfs:subClassOf,cn:food
cn:umbrella,cn:capableOf,cn:color
cn:meat,cn:usedFor,cn:clothing
cn:manti,rdfs:subClassOf,cn:food
cn:compound_fruit,rdfs:subClassOf,cn:fruit
cn:foie_gras,rdfs:subClassOf,cn:food
cn:sopaipilla,rdfs:subClassOf,cn:food
cn:prototaxites,rdfs:subClassOf,cn:fungus
cn:paella,rdfs:subClassOf,cn:dish
cn:brioche,cn:instanceOf,cn:bread
cn:reuben,rdfs:subClassOf,cn:sandwich
cn:queensland,rdfs:subClassOf,cn:state
cn:canadian_province,rdfs:subClassOf,cn:state
cn:burrito,rdfs:subClassOf,cn:ready_to_eat_food
cn:dish,rdfs:subClassOf,cn:plate
cn:black_peppercorn,rdfs:subClassOf,cn:fruit
cn:harp,cn:hasProperty,cn:solid
cn:food,cn:capableOf,cn:taste_salty
cn:state,cn:partOf,cn:united_states
cn:solomon_gundy,rdfs:subClassOf,cn:food
cn:cake,cn:usedFor,cn:dessert
cn:lettuce,rdfs:subClassOf,cn:food
cn:macaroni,rdfs:subClassOf,cn:food
cn:soup_stock,rdfs:subClassOf,cn:soup
cn:olive_tree_agaric,rdfs:subClassOf,cn:agaric
cn:meat,rdfs:subClassOf,cn:form_of_protein
cn:potato,rdfs:subClassOf,cn:starches
cn:tteok,rdfs:subClassOf,cn:food
cn:double_gloucester,rdfs:subClassOf,cn:cheese
cn:thick_pizza,rdfs:subClassOf,cn:pizza
cn:puffball,rdfs:subClassOf,cn:fungus
cn:tapenade,rdfs:subClassOf,cn:food
cn:cheese,cn:receivesAction,cn:made_from_milk
cn:anadama_bread,rdfs:subClassOf,cn:bread
cn:sourdough_bread,rdfs:subClassOf,cn:bread
cn:washington,rdfs:subClassOf,cn:state
cn:fruit_salad,cn:instanceOf,cn:dessert
cn:hericium_erinaceus,rdfs:subClassOf,cn:fungus
cn:sandwich,rdfs:subClassOf,cn:assembled_food
cn:agaricus,rdfs:subClassOf,cn:fungus
cn:virus,rdfs:subClassOf,cn:organism
cn:color,rdfs:subClassOf,cn:visible_feature
cn:rojak,rdfs:subClassOf,cn:food
cn:food,cn:receivesAction,cn:cooked_in_kitchen
cn:baked_alaska,rdfs:subClassOf,cn:food
cn:shaggymane,rdfs:subClassOf,cn:agaric
cn:dart,rdfs:subClassOf,cn:object
cn:blade,rdfs:subClassOf,cn:leaf
cn:fungus,cn:capableOf,cn:grow_on_food
cn:garden_lettuce,rdfs:subClassOf,cn:lettuce
cn:agaric,rdfs:subClassOf,cn:fungus
cn:fisherman's_soup,rdfs:subClassOf,cn:food
cn:sausage,rdfs:subClassOf,cn:food
cn:wood,cn:hasProperty,cn:solid
cn:spizellomycetales,rdfs:subClassOf,cn:fungus
cn:goat_cheese,rdfs:subClassOf,cn:cheese
cn:food,cn:receivesAction,cn:purchased_at_mall
cn:hamburger,cn:capableOf,cn:containe_ketchup
cn:namibia,rdfs:subClassOf,cn:state
cn:colour,cn:hasProperty,cn:color
cn:gymnopilus_validipes,rdfs:subClassOf,cn:agaric
cn:boletaceae,rdfs:subClassOf,cn:fungus
cn:appetizer,rdfs:subClassOf,cn:course
cn:tennessee,rdfs:subClassOf,cn:state
cn:beer_soup,rdfs:subClassOf,cn:food
cn:fruit,cn:usedFor,cn:painting_in_still_life
cn:chow_mein,rdfs:subClassOf,cn:dish
cn:cortinarius_violaceus,rdfs:subClassOf,cn:agaric
cn:state,rdfs:subClassOf,cn:government
cn:cheese_rind,cn:partOf,cn:cheese
cn:course,cn:partOf,cn:meal
cn:bread,cn:usedFor,cn:making_bread_and_butter_pudding_with
cn:basic_tenets_of_global_warming,cn:hasProperty,cn:solid
cn:italian_ice,cn:instanceOf,cn:dessert
cn:jesse,rdfs:subClassOf,cn:living_thing
cn:pichia_pastoris,rdfs:subClassOf,cn:fungus
cn:oval,cn:receivesAction,cn:curved
cn:couverture,rdfs:subClassOf,cn:chocolate
cn:junket,rdfs:subClassOf,cn:dessert
cn:tea_leaf,rdfs:subClassOf,cn:leaf
cn:chicken_paprika,rdfs:subClassOf,cn:dish
cn:sambar,rdfs:subClassOf,cn:food
cn:squash,rdfs:subClassOf,cn:vegetable
cn:submarine_sandwich,rdfs:subClassOf,cn:sandwich
cn:challah,cn:instanceOf,cn:bread
cn:car_part,rdfs:subClassOf,cn:part
cn:pizza,cn:hasA,cn:cheese_on
cn:frozen_food,rdfs:subClassOf,cn:foodstuff
cn:chocolate,cn:hasProperty,cn:yummy
cn:english_muffin,cn:instanceOf,cn:bread
cn:french_onion_soup,rdfs:subClassOf,cn:food
cn:cake,rdfs:subClassOf,cn:baked_goods
cn:eating_breakfast_in_bed,cn:hasPrerequisite,cn:food
cn:rowanberry,rdfs:subClassOf,cn:fruit
cn:vla,rdfs:subClassOf,cn:food
cn:nonpareils,rdfs:subClassOf,cn:food
cn:pupusa,rdfs:subClassOf,cn:food
cn:vatrushka,rdfs:subClassOf,cn:food
cn:meat,rdfs:subClassOf,cn:form_of_food
cn:dish,cn:usedFor,cn:food
cn:meat,cn:usedFor,cn:abstaining_from
cn:frozen_custard,rdfs:subClassOf,cn:food
cn:borsch,rdfs:subClassOf,cn:soup
cn:food,cn:receivesAction,cn:bought_at_grocery
cn:carbonara,rdfs:subClassOf,cn:food
cn:apple,rdfs:subClassOf,cn:fruit
cn:eating,cn:hasPrerequisite,cn:food
cn:trail_mix,cn:instanceOf,cn:snack_food
cn:chocolate,cn:receivesAction,cn:eaten
cn:pork,rdfs:subClassOf,cn:meat
cn:cake,rdfs:subClassOf,cn:dessert
cn:food,rdfs:subClassOf,cn:fuel_for_people
cn:hydnum,rdfs:subClassOf,cn:fungus
cn:malawi,rdfs:subClassOf,cn:state
cn:indian_state,rdfs:subClassOf,cn:state
cn:food,cn:receivesAction,cn:grown_in_rural_areas
cn:light_color,rdfs:subClassOf,cn:color
cn:rwanda,rdfs:subClassOf,cn:state
cn:custard,cn:instanceOf,cn:dessert
cn:pretzel,rdfs:subClassOf,cn:snack_food
cn:wheel,cn:hasProperty,cn:circular
cn:dish,cn:usedFor,cn:transporting_food
cn:border,rdfs:subClassOf,cn:part
cn:beach_strawberry,rdfs:subClassOf,cn:strawberry
cn:fruit_salad,rdfs:subClassOf,cn:food
cn:chocolate,cn:receivesAction,cn:made_from_cocoa_beans
cn:torte,rdfs:subClassOf,cn:food
cn:cheese,cn:capableOf,cn:salad_dressing
cn:fruit,cn:hasA,cn:sugar
cn:united_kingdom_of_great_britain_and_northern_ireland,rdfs:subClassOf,cn:state
cn:candle,cn:usedFor,cn:decoration
cn:liquid,cn:capableOf,cn:flow
cn:apples,cn:hasProperty,cn:yellow
cn:pizza,cn:receivesAction,cn:meant_to_cheap_food
cn:leaf_tea,rdfs:subClassOf,cn:living_thing
cn:oregon,rdfs:subClassOf,cn:state
cn:city_state,rdfs:subClassOf,cn:state
cn:pizza,rdfs:subClassOf,cn:form_of_food
cn:coronation_chicken,rdfs:subClassOf,cn:food
cn:quick_bread,rdfs:subClassOf,cn:bread
cn:gefilte_fish,rdfs:subClassOf,cn:dish
cn:okroshka,cn:instanceOf,cn:soup
cn:tutti_frutti,rdfs:subClassOf,cn:ice_cream
cn:bangladesh,rdfs:subClassOf,cn:state
cn:gastroboletus_turbinatus,rdfs:subClassOf,cn:fungus
cn:corn_bread,rdfs:subClassOf,cn:bread
cn:glomeromycota,rdfs:subClassOf,cn:fungus
cn:french_region,rdfs:subClassOf,cn:state
cn:color,cn:hasA,cn:different_temperatures
cn:food,cn:capableOf,cn:matter_more_than_sex
cn:lettuce,cn:partOf,cn:garden_lettuce
cn:fungus,rdfs:subClassOf,cn:eukaryotic_organism
cn:organism,cn:capableOf,cn:need
cn:stinkhorn,rdfs:subClassOf,cn:fungus
cn:strawberry,cn:hasProperty,cn:rich_in_vitamin_c
cn:offspring,rdfs:subClassOf,cn:living_thing
cn:phytophthora_citrophthora,rdfs:subClassOf,cn:fungus
cn:bottom_rot_fungus,rdfs:subClassOf,cn:fungus
cn:bean_pod,rdfs:subClassOf,cn:vegetable
cn:liederkranz,rdfs:subClassOf,cn:cheese
cn:stocking_cap,rdfs:subClassOf,cn:cap
cn:berry,rdfs:subClassOf,cn:fruit
cn:tree,cn:usedFor,cn:decoration
cn:color,rdfs:subClassOf,cn:appearance
cn:painting,cn:usedFor,cn:decoration
cn:marasca,rdfs:subClassOf,cn:fruit
cn:alabama,rdfs:subClassOf,cn:state
cn:wheat_bread,rdfs:subClassOf,cn:bread
cn:stile,cn:partOf,cn:leaf
cn:pumpernickel,rdfs:subClassOf,cn:food
cn:quiche,rdfs:subClassOf,cn:food
cn:cereal_bowl,rdfs:subClassOf,cn:dish
cn:find_underground,rdfs:subClassOf,cn:fungus
cn:bubble_and_squeak,rdfs:subClassOf,cn:dish
cn:whipped_cream,rdfs:subClassOf,cn:food
cn:leaf,cn:capableOf,cn:turn_different_colors
cn:fruit,cn:hasA,cn:vitamins
cn:sliced_bread,cn:instanceOf,cn:bread
cn:extended,rdfs:subClassOf,cn:living_thing
cn:sloppy_joe,rdfs:subClassOf,cn:sandwich
cn:bread,cn:receivesAction,cn:made_from_flour
cn:meat,cn:usedFor,cn:eat
cn:kiwi,rdfs:subClassOf,cn:fruit
cn:chinese_cabbage,rdfs:subClassOf,cn:cabbage
cn:golden_delicious_apple,rdfs:subClassOf,cn:fruit
cn:shoestring_fungus,rdfs:subClassOf,cn:agaric
cn:meal,rdfs:subClassOf,cn:nutriment
cn:cabbage,cn:partOf,cn:cabbage
cn:swedes_carrots_potatoes_and_aubergines,rdfs:subClassOf,cn:vegetables
cn:food,cn:usedFor,cn:pleasure
cn:spam,rdfs:subClassOf,cn:food
cn:food,cn:usedFor,cn:eat
cn:one_type_of_bread,rdfs:subClassOf,cn:tortilla
cn:roll,rdfs:subClassOf,cn:bread
cn:liquid,cn:hasA,cn:weaker_internal_forces_than_solid
cn:celebrating,cn:hasPrerequisite,cn:food
cn:ham,rdfs:subClassOf,cn:food
cn:kidney_pie,rdfs:subClassOf,cn:meat_pie
cn:state,rdfs:subClassOf,cn:point_within_system
cn:oxtail_soup,cn:instanceOf,cn:soup
cn:eat_dinner,cn:motivatedByGoal,cn:food
cn:mold,rdfs:subClassOf,cn:fungus
cn:deuteromycota,rdfs:subClassOf,cn:fungus
cn:praline,rdfs:subClassOf,cn:food
cn:eating_lunch,cn:hasPrerequisite,cn:food
cn:cobbler,rdfs:subClassOf,cn:food
cn:organism,cn:madeOf,cn:cells
cn:oden,rdfs:subClassOf,cn:food
cn:working,cn:causes,cn:produce
cn:gyro,rdfs:subClassOf,cn:sandwich
cn:projectile,rdfs:subClassOf,cn:object
cn:food,cn:hasProperty,cn:nourishing
cn:fruit,rdfs:subClassOf,cn:excellent_source_of_dietary_fibre
cn:swiss_steak,rdfs:subClassOf,cn:dish
cn:man_made_object,cn:capableOf,cn:color
cn:chicken,rdfs:subClassOf,cn:food
cn:camembert_cheese,rdfs:subClassOf,cn:cheese
cn:phallaceae,rdfs:subClassOf,cn:fungus
cn:clavariaceae,rdfs:subClassOf,cn:fungus
cn:dish,cn:usedFor,cn:serve_food_on
cn:salisbury_steak,rdfs:subClassOf,cn:food
cn:brocolli,rdfs:subClassOf,cn:vegetable
cn:artichoke,rdfs:subClassOf,cn:vegetable
cn:orange,rdfs:subClassOf,cn:fruit
cn:ball,cn:hasProperty,cn:circular
cn:raisin_bread,rdfs:subClassOf,cn:bread
cn:bread,rdfs:subClassOf,cn:baked_goods
cn:butter,cn:hasProperty,cn:yellow
cn:kentucky,rdfs:subClassOf,cn:state
cn:cheese_slice,rdfs:subClassOf,cn:cheese
cn:food,cn:capableOf,cn:become_moldy
cn:béchamel_sauce,rdfs:subClassOf,cn:food
cn:junk_food,rdfs:subClassOf,cn:food
cn:cranberry,rdfs:subClassOf,cn:fruit
cn:object,cn:capableOf,cn:fall_inside_or_outside_frame
cn:mastigomycotina,rdfs:subClassOf,cn:fungus
cn:nut,rdfs:subClassOf,cn:fruit
cn:glasses_case,cn:usedFor,cn:decoration
cn:pita,rdfs:subClassOf,cn:food
cn:thing,rdfs:subClassOf,cn:object
cn:eating_ice_cream,cn:usedFor,cn:dessert
cn:ciabatta,rdfs:subClassOf,cn:bread
cn:camembert,rdfs:subClassOf,cn:cheese
cn:daffodils_flowers,cn:hasProperty,cn:yellow
cn:salad_sandwich,rdfs:subClassOf,cn:sandwich
cn:egg,cn:usedFor,cn:food
cn:head_lettuce,rdfs:subClassOf,cn:lettuce
cn:cheese,cn:hasA,cn:benign_bacteria
cn:stuffed_cabbage,rdfs:subClassOf,cn:dish
cn:cheese,rdfs:subClassOf,cn:aged_milk
cn:injera,rdfs:subClassOf,cn:food
cn:skullcap,rdfs:subClassOf,cn:cap
cn:trapezoid,rdfs:subClassOf,cn:shape
cn:black,rdfs:subClassOf,cn:color
cn:goulash,rdfs:subClassOf,cn:food
cn:cheese,cn:receivesAction,cn:eaten
cn:food,rdfs:subClassOf,cn:not_sex
cn:leeks,rdfs:subClassOf,cn:vegetables
cn:leaf,cn:usedFor,cn:turning_colour_in_autumn
cn:buff,cn:similarTo,cn:chromatic
cn:ice_cream,rdfs:subClassOf,cn:dairy_product
cn:onion,rdfs:subClassOf,cn:vegetable
cn:ambrosia,rdfs:subClassOf,cn:dessert
cn:manna,cn:instanceOf,cn:bread
cn:color,rdfs:subClassOf,cn:visual_property
cn:cortinarius_violaceus,rdfs:subClassOf,cn:fungus
cn:bread,cn:capableOf,cn:turn_into_toast
cn:dacquoise,rdfs:subClassOf,cn:food
cn:chutney,rdfs:subClassOf,cn:food
cn:potatoes,rdfs:subClassOf,cn:vegetables
cn:timbale,rdfs:subClassOf,cn:dish
cn:ghana,rdfs:subClassOf,cn:state
cn:stropharia_rugoso_annulata,rdfs:subClassOf,cn:agaric
cn:milk,rdfs:subClassOf,cn:nutriment
cn:carob,rdfs:subClassOf,cn:foodstuff
cn:tarator,cn:instanceOf,cn:soup
cn:fruit,cn:createdBy,cn:plants
cn:watery,cn:similarTo,cn:liquid
cn:fruit,cn:capableOf,cn:keep_fresh
cn:beet,rdfs:subClassOf,cn:vegetable
cn:custard,rdfs:subClassOf,cn:dish
cn:chocolate_liquor,rdfs:subClassOf,cn:chocolate
cn:cold_cuts,rdfs:subClassOf,cn:meat
cn:wood_decay_fungus,rdfs:subClassOf,cn:fungus
cn:puff_pastry,rdfs:subClassOf,cn:food
cn:fungus,cn:capableOf,cn:grows_on_dead_trees
cn:destroying_angel,rdfs:subClassOf,cn:agaric
cn:flatbread,rdfs:subClassOf,cn:bread
cn:fruit,cn:capableOf,cn:decay
cn:quince_cheese,rdfs:subClassOf,cn:food
cn:cassoulet,rdfs:subClassOf,cn:food
cn:square,rdfs:subClassOf,cn:shape
cn:pilaf,rdfs:subClassOf,cn:food
cn:yeast,rdfs:subClassOf,cn:fungus
cn:food,cn:hasProperty,cn:necessary_for_survival
cn:tortelloni,rdfs:subClassOf,cn:food
cn:ramekin,rdfs:subClassOf,cn:dish
cn:rock_candy,rdfs:subClassOf,cn:food
cn:fast_food,rdfs:subClassOf,cn:nutriment
cn:knackwurst,rdfs:subClassOf,cn:sausage
cn:gala_apple,rdfs:subClassOf,cn:fruit
cn:chocolate,rdfs:subClassOf,cn:favorite_food_of_people
cn:chokecherry,rdfs:subClassOf,cn:fruit
cn:daisies,cn:hasProperty,cn:yellow
cn:pizza,rdfs:subClassOf,cn:good_food
cn:food,cn:receivesAction,cn:bought_in_mall
cn:meat_sauce,rdfs:subClassOf,cn:pasta_sauce
cn:cloth_linen,cn:usedFor,cn:decoration
cn:leaf,cn:usedFor,cn:shade
cn:enchilada,rdfs:subClassOf,cn:dish
cn:cheese,cn:capableOf,cn:have_pungent_smell
cn:brussel_sprout,rdfs:subClassOf,cn:vegetable
cn:tricholoma_sejunctum,rdfs:subClassOf,cn:agaric
cn:wheat_germ,rdfs:subClassOf,cn:nutriment
cn:ice_cream,rdfs:subClassOf,cn:cold_dessert
cn:sobrassada,cn:instanceOf,cn:sausage
cn:vegetables,cn:capableOf,cn:cook_for_too_long
cn:rock,cn:usedFor,cn:decoration
cn:food,cn:receivesAction,cn:found_in_mall
cn:food,cn:capableOf,cn:cake_on_pans
cn:beef_stroganoff,rdfs:subClassOf,cn:dish
cn:leather,cn:hasProperty,cn:solid
cn:biologically_viable_thing,rdfs:subClassOf,cn:living_thing
cn:peppers,cn:hasProperty,cn:green
cn:metallic_color,rdfs:subClassOf,cn:color
cn:fruit,cn:hasProperty,cn:good_for
cn:chicken_kiev,rdfs:subClassOf,cn:dish
cn:akutaq,rdfs:subClassOf,cn:food
cn:lecanora,rdfs:subClassOf,cn:fungus
cn:roulade,rdfs:subClassOf,cn:dish
cn:eat_on_tables,rdfs:subClassOf,cn:food
cn:most_leaves,cn:hasProperty,cn:green
cn:tapioca,rdfs:subClassOf,cn:foodstuff
cn:vinegar,rdfs:subClassOf,cn:liquid
cn:blood,rdfs:subClassOf,cn:liquid
cn:in_remission_thing,rdfs:subClassOf,cn:living_thing
cn:gazpacho,rdfs:subClassOf,cn:food
cn:ally,rdfs:subClassOf,cn:state
cn:capirotada,rdfs:subClassOf,cn:food
cn:tricholoma_pardinum,rdfs:subClassOf,cn:agaric
cn:kishke,rdfs:subClassOf,cn:dish
cn:yellowish_pink,rdfs:subClassOf,cn:pink
cn:fly_agaric,rdfs:subClassOf,cn:toadstool
cn:adams_pearmain_apple,rdfs:subClassOf,cn:fruit
cn:cranberries,cn:hasProperty,cn:purple
cn:wedding_cake,rdfs:subClassOf,cn:food
cn:oomycota_division,rdfs:subClassOf,cn:fungus
cn:kansas,rdfs:subClassOf,cn:state
cn:cheese,cn:capableOf,cn:smell_badly
cn:chocolate,rdfs:subClassOf,cn:high_fat_food
cn:gyro,rdfs:subClassOf,cn:food
